Curr IP,Server IP,CDN IP,Trc Server,Trc CDN,Trc Diff.,Ping Server,Ping CDN,Ping Diff,CDN?,Hops Server,Hops CDN,Distance Server,Distance CDN,Distance Diff.,CDN TTL
13.57.229.187,104.244.42.1,104.244.42.65,8296.737432479858,8102.737903594971,193.9995288848877,5.474,5.420,0.05400000000000027,Yes,15,15,41.566041827743966,41.566041827743966,0.0,60
13.57.229.187,172.217.6.35,172.217.3.163,201.981782913208,10542.529582977295,-10340.547800064087,2.285,24.050,-21.765,No,16,21,10.68649768129824,10.68649768129824,0.0,39
13.57.229.187,140.205.94.193,66.102.255.18,48296.11611366272,60565.99259376526,-12269.876480102539,283.403,9.706,273.697,Yes,32,32,6293.640161560898,2402.1462226866506,3891.4939388742478,60
13.57.229.187,220.181.90.20,104.254.66.16,51163.96927833557,81879.15134429932,-30715.182065963745,191.459,3.362,188.097,Yes,32,32,5959.94544874308,1318.3535005864298,4641.591948156651,60
13.57.229.187,204.79.197.212,204.79.197.212,95132.6630115509,95114.60733413696,18.05567741394043,3.007,2.289,0.718,Yes,32,32,713.8936637469193,713.8936637469193,0.0,60
13.57.229.187,52.87.65.142,31.13.70.32,26392.149209976196,281.9545269012451,26110.19468307495,62.035,11.075,50.959999999999994,Yes,32,20,2396.50441953451,305.4771129418731,2091.0273065926367,60
13.57.229.187,87.240.129.189,87.240.129.72,21581.506729125977,26559.396028518677,-4977.8892993927,198.044,195.222,2.8220000000000027,Yes,32,32,5908.564892676899,5908.564892676899,0.0,60
13.57.229.187,106.39.167.118,192.229.173.173,53345.168352127075,584.9735736846924,52760.19477844238,199.584,210.757,-11.173000000000002,No,32,18,5959.94544874308,1318.3535005864298,4641.591948156651,60
13.57.229.187,123.125.104.197,123.125.104.197,18666.22304916382,26076.241970062256,-7410.0189208984375,277.027,277.243,-0.21600000000000819,Yes,27,25,5959.94544874308,5959.94544874308,0.0,60
13.57.229.187,202.108.33.60,36.51.254.37,8150.369882583618,8036.448955535889,113.92092704772949,275.853,165.425,110.428,Yes,25,23,5959.94544874308,5959.94544874308,0.0,60
